category,last_replier,poster,replies,text,topic,views 
Help me!,Dominion,Lexa,4,"Hey everyone,

I just bought a 7 year old Operculicarya today and I think that at the shop they excessively watered all the bonsais and I'm worried because the bottom of the trunk is dark and looks...",Needing a little help,606
Help me!,leatherback,frankieboy28,5,"I am completely new to bonsai,i have read several books and lots of articles on the net. I have indoor and outdoor plants.

Outdoor:

Fuji cherry (approx 4-5 years)
Pinus mugo (approx 4-5 years)
Acer...",new to bonsai,611
Help me!,logibear666,logibear666,2,"Can someone please help me I have an azalea and the leaves have become hard and crisp and have fallen off, but the trunk seems to look green aswell as the branches seem to be green..
Is this normal...",Azalea,462
Help me!,leatherback,Sarah,2,"Am I right in saying this is a serissa slovakia bonsai ?

Sorry the shop took the tags out and I would really like to know :) Thankyou",Bonsai identify,511
Help me!,RayC,Jeffsan,2,"Hello everyone,

See attached some pics of my friend's bonsai.
Can someone tell me what kind is this bonsai? In order to find out the appropriate care.
I also would like to ask if a repot is needed,...",What kind of bonsai is mine?,484
Help me!,Auk,Maling,2,"My most recent bonsai tree, which was bought, planted and shaped at a workshop at the Huntington Library and Botanical Gardens about two months ago, is having the tips of some branches turning brown....",Brown tips,514
Help me!,Auk,Harry,7,"Hi Guys, This is my first post on this site! I brought a reduce priced Bonsai from a major Garde centre. it was reduced as the leaves looked very pale green and curled. The leaves are quite crisp when...",Brought dying Bonsai from garden centre (sagertia),512
Help me!,Dominion,Aidan,5,"Hi All,

Do you know the exact name?
Do they come from Japan?",What type of bonsai?,556
Help me!,leatherback,Karnivor,4,"So I bought these little suckers off of amazon in a drunken whim. I've read around the forums, and I know they are most likely cuttings. Will be transplanting them and would love to know how big of...",Them cuttings?,514
Help me!,Samantha,AshworthMJ,11,My last post did not display my images. My apologies. I am hoping they will attach here:,What type of Bonsai Tree do I have? Species?,1534
Help me!,Danturek,Danturek,5,"I have just bought an approx year old Ligustrum a week ago.
I have been keeping the soil wet but it seems to still be wilting.
It is in a very small pot so I'm not sure if the roots need trimming and...",Wilting Ligustrum,1040
Help me!,Starquill,Starquill,6,"Hi! I'm brand new to the bonsai world, and was recently given a bonsai tree which probably came from Walmart or a similar store. The soil was bone dry and the leaves were yellowing... :( but anyway, I...",What Species is My Tree?,499
Help me!,brkirkland22,gordonius,1,Hello. I'm new to bonsai and I have a 5 year old podocarpus tree that's suddenly struggling mightily. It was doing quite well with light green fresh growth all over a week ago and now they're all...,Podocarpus Help!,533
Help me!,Samantha,jrod37,16,"I bought this dawn redwood about 2 weeks ago and it has now started to turn yellow or brownish on me. The leaves seem to be losing their green color! What's wrong with it? It gets, water once a day. 8...",What's wrong with my redwood?,1688
Help me!,PandarenBonsai,PandarenBonsai,19,"So I have bought my bonsai/mallsai around 3 weeks ago and I've had it indoors. I was considering putting it outside for summer but I live in UK and no matter what season, there always be heavy winds...",Wind?,2151
Help me!,RayC,,24,"Hello, my name is Ray I live in England and I have kept a few indoor bonsai before a few years ago and now I have my own place and have a nice garden now I have started to get a few bonsai and after...",Introduction and questions,1995
Help me!,Samantha,Msayip,3,"I dont know my bonsai id !!!

How old ?",Help me,449
Help me!,leatherback,domizzle,1,Please help! I am new to bonsai and I've had a Chinese elm for about two months. I started out by cutting off a few unwanted leaves and branches before spring to let it grow out which I have been...,Chinese Elm (indoor),545
Help me!,Samantha,AshworthMJ,1,"I am having a tough time determining the species or type of Bonsai tree I have. I have 4 pictures of it which I have listed below. Anyone that can help would be much appreciated.

Thank you,

Michael...",What type of Bonsai tree do I have?  Species?,331
Help me!,Jostal,Jostal,0,"Hey there,

Im pretty new to Bonsai and had never heard of the Mall-sai... (Which I have a number of and will be re-potting as soon as i get home.. )

Had i not checked out your forum, I would have...",Mallsai & thanks,348
Help me!,FicusCaricaLover,FicusCaricaLover,12,"I was visiting my local home depot and I came across this beautiful ann magnolia, and I just had to ask the question if I could keep one indoors. As some may remember I do not have a lot of yard space...",Magnolias Indoors?,1715
Help me!,Samantha,Krowtoes,7,"hey all ! i'm new in the business like mentioned above and story is :
my friend got me a bonsai for my birthday around 3 months ago and i never thought i'd grow that attached to it. a few days ago i...",New in the business and bonsai's sick,546
Help me!,leatherback,Bonsajka,14,"Here I go again :) So yesterday I got another bonsai, Chinese pepper. Is this plant suitable for placing outside (on the windowsill of a window)?
I've read that most species enjoy being outside, at...",Zantoxylum piperitum- Chinese pepper outside?,2391
Help me!,brkirkland22,Jeffsan,1,"Hello everyone,

I'm a beginner taking care of my Bonsai, she looks surprisingly happy and healthy.
I am just concerned about the soil, I have my bonsai for the past two months and I noticed the SOIL...",Soil,538
Help me!,leatherback,Jager,4,"Greetings to all.
You 've be very helpful if you could help me with some guidelines . I've just bought the plant.
I want to know if I could cut this piece of the trunk or if I can find another...",Ficus Ginseng and existential dilemmas,551
Help me!,Samantha,trslukep,2,"I need help identifying my bonsai. I believe it is a Boxwood or a Fukien Tea bonsai. I am pretty confused because there are small white flowers on the tree and the Boxwood doesn't have flowers, but...",Help Identifying my bonsai,493
Help me!,eangola,Twinkies,4,I looked on the Identification site for about an hour and dont know what kind of bonsai my father had brought home from the store. Can anyone help me identify it?,What is my bonsai?,532
Help me!,leatherback,moondragon,2,"Hi all! :) I have been doing a lot of research as I wish to acquire a Chinese elm, but before I go out and buy one, I wanted to ask a few questions, as I am relatively new to bonsai and have read...",Winter for a Chinese Elm,1451
Help me!,Auk,RayC,7,"Hello I visited a mate today and he gave me this

Apologies it's late and I had to bring it inside a minute to take a photo

I used the species guide and narrowed it down to either a juniper...",Unknown freebie,598
Help me!,eangola,TomFL12,10,"I got a Bonsai as a moving in present but, following it's initial good growth and green leaves, it seems to be a little... lackluster.

I water regularly (but maybe not enough) and feed once a week...",Tink it's a Azalea Bonsai tree - Maybe also dead?,1310
Help me!,Samantha,Dave Smith,3,This is one of my acer's its about four years old.The leaves are growing in thick bunches.How do I thin them out?,my Acer,473
Help me!,Indo Andreas,EvilTrees,10,"Got interested in the hobby at a Japanese store while on vacation in December and ended up bringing home a Bonsai seed kit, and started them when i got home. Recently it was time to separate them so i...",New to hobby,2010
Help me!,m5eaygeoff,wastoroua,10,"Goodmorning people!!! I need your help please! I was given this bonsai tree as a gift, and i am not 100% what type of bonsai it is! I am between Bald Cypress (Taxodium distichum)or Dawn Redwood...",I.d. my bonsai!!!!!!,1435
Help me!,Samantha,FennecFox,15,"Sorry for the long message! I've tried to be thorough with care information.

Hello everyone!

I've noticed my Sageretia is getting duller over the past month and I was wondering if someone may be...",Please help my Sageretia! Link to Pics Attached!,1743
Help me!,simplysaid,RustyRustage,3,"Hi all,

I got my girlfriend a &quot;Grow your own bonsai&quot; pack for Valentine's Day as I thought it could be fun for us to do together and it lasts rather than flowers (well.. Hopefully!!).

The pack came...","Advice needed! Also, what is it?!",430
Help me!,el_cheezer,W0LF,12,I'm new here and new to bonsai. I saw a tree at Walmart and picked it up. I'm not sure if it's any good but I wanted to take a Crack at it. Can anyone help me with at least what it is? And if it's any...,Bonsai ID help and care help.,1423
